21491	A
15918	A
24004	A
25434	A
40000	A
40000	A
9352	A
40000	A
6269	A
20392	A
7184	A
8369	A
40000	A
4630	A
10847	A
37631	A
34362	A
4953	A
40000	A
24270	A
13108	A
8958	A
15558	A
17562	A
9353	A
40000	A
38148	A
14493	A
40000	A
9831	A
25566	A
24234	A
29098	A
15822	A
20197	A
5313	A
29301	A
8758	A
5890	A
5257	A
3416	A
26391	A
4305	A
8356	A
35761	A
40000	A
39165	A
13728	A
37045	A
3450	A
40000	A
20647	A
1947	A
40000	A
3504	A
40000	A
40000	A
7393	A
22143	A
40000	A
26790	A
36674	A
23979	A
40000	A
24791	A
15366	A
4690	A
15133	A
31503	A
736	A
40000	A
2620	A
25719	A
12288	A
9316	A
40000	A
704	A
3813	A
40000	A
2851	A
7149	A
11046	A
40000	A
9593	A
4695	A
40000	A
25078	A
24167	A
19422	A
35013	A
25288	A
31452	A
11697	A
10777	A
25120	A
11964	A
27701	A
11261	A
1300	A
5684	A
14741	A
23372	A
40000	A
39061	A
40000	A
7039	A
12536	A
5583	A
40000	A
40000	A
20706	A
1143	A
39644	A
40000	A
18754	A
9813	A
20068	A
5353	A
20180	A
10598	A
40000	A
11649	A
29931	A
18760	A
40000	A
18351	A
6316	A
21914	A
2358	A
1552	A
21715	A
10803	A
4211	A
15854	A
3384	A
13314	A
5094	A
11078	A
32082	A
14284	A
15989	A
16065	A
17220	A
17799	A
462	A
19304	A
40000	A
18936	A
36639	A
16002	A
25865	A
40000	A
26823	A
40000	A
11238	A
21969	A
11451	A
6202	A
2588	A
9858	A
10534	A
32105	A
28081	A
10999	A
7461	A
1949	A
22630	A
8351	A
34108	A
40000	A
29137	A
2112	A
9748	A
9007	A
6826	A
3128	A
40000	A
10869	A
15862	A
7544	A
2487	A
10912	A
15249	A
31986	A
40000	A
37521	A
40000	A
30101	A
14128	A
33456	A
489	A
33107	A
11925	A
22707	A
13453	A
20797	A
33324	A
12189	A
13660	A
40000	A
8734	A
8422	A
1776	A
30865	A
29973	A
22258	A
15302	A
19355	A
24372	A
10414	A
40000	A
38090	A
16162	A
9462	A
24454	A
16889	A
29818	A
29358	A
40000	A
39963	A
17641	A
26929	A
40000	A
40000	A
28578	A
16671	A
37903	A
40000	A
3035	A
1559	A
26506	A
7881	A
40000	A
4765	A
23849	A
6264	A
798	A
24344	A
8735	A
23734	A
13708	A
1638	A
20100	A
28651	A
38987	A
11060	A
16788	A
17096	A
17962	A
11005	A
37964	A
40000	A
36181	A
40000	A
40000	A
9188	A
2536	A
26428	A
11245	A
11757	A
40000	A
11600	A
697	A
8274	A
40000	A
4496	A
9853	A
40000	A
5880	A
40000	A
11647	A
16417	A
17395	A
40000	A
3941	A
16814	A
15951	A
21214	A
563	A
40000	A
14942	A
764	A
40000	A
29868	A
24605	A
14842	A
14919	A
3159	A
14844	A
2750	A
11204	A
33537	A
9396	A
13856	A
34270	A
33629	A
25225	A
13500	A
40000	A
18685	A
40000	A
9128	A
