21481	A
15912	A
23999	A
25428	A
40000	A
40000	A
9347	A
40000	A
3090	A
20381	A
7173	A
8361	A
40000	A
4625	A
10699	A
37607	A
31264	A
4947	A
40000	A
24259	A
13100	A
8950	A
15549	A
15958	A
9273	A
40000	A
38135	A
14478	A
40000	A
9768	A
25548	A
23721	A
29090	A
15819	A
20192	A
5303	A
29284	A
8749	A
5499	A
5252	A
3409	A
26345	A
4293	A
8351	A
25415	A
40000	A
39157	A
13690	A
36915	A
3446	A
40000	A
20082	A
901	A
40000	A
3499	A
40000	A
40000	A
7386	A
21158	A
40000	A
26784	A
36665	A
23975	A
40000	A
24783	A
15323	A
4586	A
14637	A
30716	A
732	A
40000	A
2552	A
25712	A
12279	A
9310	A
40000	A
700	A
3656	A
40000	A
2845	A
7093	A
11041	A
40000	A
9574	A
4687	A
40000	A
25072	A
22630	A
19406	A
35008	A
25283	A
31448	A
11683	A
10770	A
25106	A
11959	A
27338	A
11251	A
1296	A
5673	A
14733	A
12074	A
40000	A
39056	A
40000	A
6455	A
12532	A
5576	A
40000	A
40000	A
20620	A
1139	A
39635	A
40000	A
18746	A
9806	A
20063	A
5346	A
16094	A
10593	A
40000	A
11641	A
29925	A
18754	A
40000	A
18344	A
6304	A
21909	A
2340	A
1236	A
21322	A
10617	A
3914	A
15845	A
3373	A
13309	A
5081	A
11069	A
32074	A
14279	A
15982	A
16059	A
15103	A
17793	A
448	A
19300	A
40000	A
18931	A
36634	A
15999	A
25857	A
40000	A
26816	A
40000	A
11233	A
21899	A
11434	A
6183	A
2580	A
9851	A
10529	A
31802	A
28075	A
10989	A
7449	A
1922	A
22617	A
8345	A
34101	A
40000	A
28431	A
2105	A
9742	A
9002	A
6811	A
3120	A
40000	A
10856	A
15857	A
7529	A
2479	A
10861	A
15243	A
31546	A
40000	A
37513	A
28088	A
28437	A
14118	A
33449	A
481	A
33099	A
11919	A
17479	A
13450	A
20772	A
33310	A
12095	A
13629	A
38511	A
6203	A
8412	A
1771	A
28316	A
29964	A
22251	A
15293	A
19324	A
24365	A
10200	A
40000	A
37977	A
15295	A
8826	A
24435	A
15574	A
29805	A
27160	A
40000	A
39955	A
17635	A
4642	A
40000	A
40000	A
28572	A
16665	A
8844	A
40000	A
2733	A
1537	A
26493	A
7873	A
40000	A
4756	A
23839	A
6255	A
789	A
22838	A
8719	A
23728	A
13693	A
1630	A
20095	A
28643	A
38961	A
11054	A
9551	A
17087	A
17949	A
10823	A
37959	A
40000	A
36176	A
40000	A
40000	A
8937	A
2084	A
26424	A
7497	A
11459	A
27633	A
10575	A
688	A
7738	A
40000	A
4136	A
9320	A
40000	A
5872	A
40000	A
11644	A
16161	A
17389	A
40000	A
3800	A
16807	A
15942	A
21209	A
559	A
40000	A
14936	A
720	A
40000	A
29860	A
24586	A
14837	A
14915	A
3154	A
14827	A
2642	A
11017	A
33530	A
9391	A
13847	A
34161	A
33569	A
25219	A
13496	A
40000	A
18677	A
40000	A
7745	A
19712	A
12608	A
16530	A
13212	A
18287	A
16482	A
40000	A
40000	A
40000	A
6701	A
81	A
28086	A
8574	A
5471	A
3161	A
18994	A
36462	A
14169	A
5682	A
23031	A
4411	A
36607	A
14100	A
11189	A
8308	A
4098	A
7216	A
4362	A
20820	A
8863	A
40000	A
5671	A
18628	A
5539	A
15593	A
19771	A
22233	A
30177	A
26453	A
6975	A
28853	A
7999	A
40000	A
3659	A
33381	A
14133	A
6424	A
7145	A
22229	A
3962	A
28132	A
3812	A
10756	A
13018	A
14540	A
40000	A
26433	A
16718	A
17295	A
17534	A
858	A
9988	A
15027	A
28132	A
40000	A
11131	A
40000	A
28096	A
40000	A
40000	A
38936	A
14007	A
30473	A
27873	A
23594	A
7952	A
22281	A
23490	A
375	A
40000	A
15412	A
16971	A
27125	A
10681	A
12251	A
40000	A
40000	A
14271	A
17016	A
25926	A
13363	A
7416	A
4694	A
34023	A
5222	A
30680	A
11973	A
11921	A
35652	A
13600	A
32939	A
31695	A
29479	A
14226	A
40000	A
33908	A
29463	A
31541	A
32658	A
8672	A
20943	A
23789	A
13391	A
3973	A
40000	A
14457	A
11698	A
22046	A
20893	A
13774	A
4375	A
15748	A
9104	A
40000	A
281	A
19056	A
5768	A
10704	A
6135	A
25114	A
15669	A
12747	A
18791	A
40000	A
40000	A
19177	A
40000	A
21877	A
34488	A
27155	A
4095	A
22028	A
17046	A
5834	A
14795	A
40000	A
2670	A
29137	A
14725	A
40000	A
31858	A
3262	A
8912	A
11376	A
40000	A
21055	A
3885	A
5914	A
14651	A
40000	A
12977	A
13773	A
23056	A
11289	A
623	A
10486	A
21019	A
40000	A
11262	A
2090	A
16999	A
7865	A
2139	A
33069	A
40000	A
20707	A
4825	A
4553	A
3059	A
40000	A
15090	A
40000	A
24894	A
9239	A
15972	A
40000	A
8067	A
25984	A
8273	A
29515	A
40000	A
12388	A
35845	A
22010	A
8890	A
25735	A
23572	A
16869	A
5364	A
32108	A
40000	A
40000	A
40000	A
24344	A
27303	A
18564	A
19026	A
9569	A
11379	A
19132	A
4479	A
6884	A
26099	A
638	A
18542	A
18737	A
17616	A
11412	A
448	A
14979	A
24496	A
24493	A
15731	A
7954	A
19149	A
40000	A
4048	A
40000	A
22122	A
29557	A
17188	A
26479	A
1093	A
40000	A
9094	A
13392	A
17963	A
40000	A
24211	A
18669	A
27465	A
24560	A
13290	A
5344	A
20284	A
6798	A
1770	A
18786	A
40000	A
32506	A
20155	A
26235	A
5223	A
9239	A
30821	A
12636	A
1492	A
40000	A
11575	A
704	A
40000	A
40000	A
30808	A
28198	A
3636	A
13269	A
303	A
11896	A
39646	A
3152	A
11611	A
20911	A
10170	A
15450	A
36052	A
